ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
427,ГАПОУ СО Первоуральский политехникум,38.01.02 Продавец; контролер-кассир,20,10,7,0,0,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,ГАПОУ СО Первоуральский политехникум,43.01.02 Парикмахер,22,10,8,0,0,4,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
429,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),29,15,8,0,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
430,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,15.01.23 Наладчик станков и оборудования в механообработке,17,9,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
431,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,15.02.01 Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),26,15,12,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
432,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,15.02.03 Техническая эксплуатация гидравлических машин; гидроприводов и гидропневмоавтоматики,24,11,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
433,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,22.02.05 Обработка металлов давлением,25,12,4,0,1,2,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
434,ГАПОУ СО Полевской многопрофильный техникум им. В.И. Назарова,23.01.03 Автомеханик,19,3,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
435,ГАПОУ СО Полипрофильный техникум им. О.В. Терешкина,15.01.29 Контролер станочных и слесарных работ,23,18,12,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,ГАПОУ СО Полипрофильный техникум им. О.В. Терешкина,15.02.08 Технология машиностроения,34,17,17,0,0,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,ГАПОУ СО Полипрофильный техникум им. О.В. Терешкина,19.02.10 Технология продукции общественного питания,19,17,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,ГАПОУ СО Ревдинский многопрофильный техникум,08.01.25 Мастер отделочных строительных и декоративных работ,14,7,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,ГАПОУ СО Ревдинский многопрофильный техникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),17,8,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,ГАПОУ СО Ревдинский многопрофильный техникум,15.02.12 Монтаж; техническое обслуживание и ремонт промышленного оборудования (по отраслям),12,6,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,ГАПОУ СО Ревдинский многопрофильный техникум,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,19,11,11,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,ГАПОУ СО Ревдинский многопрофильный техникум,40.02.01 Право и организация социального обеспечения,30,13,13,0,0,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,ГАПОУ СО Ревдинский многопрофильный техникум,43.01.09 Повар; кондитер,14,9,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,ГАПОУ СО Ревдинский многопрофильный техникум,43.02.15 Поварское и кондитерское дело,21,12,12,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,ГАПОУ СО Ревдинский педагогический колледж,44.02.01 Дошкольное образование,49,43,39,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,ГАПОУ СО Ревдинский педагогический колледж,44.02.02 Преподавание в начальных классах,22,19,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,ГАПОУ СО Ревдинский педагогический колледж,44.02.05 Коррекционная педагогика в начальном образовании,16,11,8,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
448,ГАПОУ СО Режевской политехникум,08.02.01 Строительство и эксплуатация зданий и сооружений,25,12,11,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,ГАПОУ СО Режевской политехникум,09.02.01 Компьютерные системы и комплексы,15,6,5,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,ГАПОУ СО Режевской политехникум,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),21,9,8,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,ГАПОУ СО Режевской политехникум,19.02.10 Технология продукции общественного питания,20,13,12,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,ГАПОУ СО Режевской политехникум,23.01.17 Мастер по ремонту и обслуживанию автомобилей,20,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,ГАПОУ СО Режевской политехникум,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,25,13,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,ГАПОУ СО Режевской политехникум,38.02.01 Экономика и бухгалтерский учет (по отраслям),34,28,24,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,ГАПОУ СО Режевской политехникум,39.02.01 Социальная работа,22,12,11,0,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,ГАПОУ СО Режевской политехникум,40.02.01 Право и организация социального обеспечения,45,33,31,0,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,ГАПОУ СО Свердловский областной педагогический колледж,43.02.10 Туризм,18,11,10,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,ГАПОУ СО Свердловский областной педагогический колледж,44.02.01 Дошкольное образование,152,139,130,0,0,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,ГАПОУ СО Свердловский областной педагогический колледж,44.02.02 Преподавание в начальных классах,147,140,133,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,ГАПОУ СО Свердловский областной педагогический колледж,44.02.03 Педагогика дополнительного образования,37,23,19,5,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,ГАПОУ СО Свердловский областной педагогический колледж,46.02.01 Документационное обеспечение управления и архивоведение,20,16,13,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,ГАПОУ СО Свердловский областной педагогический колледж,49.02.01 Физическая культура,74,46,39,0,0,2,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,ГАПОУ СО Свердловский областной педагогический колледж,51.02.02 Социально-культурная деятельность (по видам),26,17,14,1,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,ГАПОУ СО Свердловский областной педагогический колледж,53.02.01 Музыкальное образование,17,14,13,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,ГАПОУ СО Свердловский областной педагогический колледж,54.02.02 Декоративно-прикладное искусство и народные промыслы (по видам),19,12,10,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,ГАПОУ СО «Свердловский колледж искусств и культуры»,51.02.01 Народное художественное творчество (по видам),43,38,36,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
467,ГАПОУ СО «Свердловский колледж искусств и культуры»,51.02.02 Социально-культурная деятельность (по видам),61,59,57,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,ГАПОУ СО «Свердловский колледж искусств и культуры»,51.02.03 Библиотековедение,28,26,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,ГАПОУ СО «Свердловский колледж искусств и культуры»,52.02.03 Цирковое искусство,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,ГАПОУ СО «Свердловский колледж искусств и культуры»,53.02.02 Музыкальное искусство эстрады (по видам),16,15,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,ГАПОУ СО «Свердловский колледж искусств и культуры»,53.02.05 Сольное и хоровое народное пение,8,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,ГАПОУ СО Северный педагогический колледж,44.02.01 Дошкольное образование,30,29,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,ГАПОУ СО Северный педагогический колледж,44.02.02 Преподавание в начальных классах,25,23,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,ГАПОУ СО Северный педагогический колледж,44.02.05 Коррекционная педагогика в начальном образовании,24,20,13,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,ГАПОУ СО Северный педагогический колледж,49.02.01 Физическая культура,44,31,20,0,0,2,3,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
476,ГАПОУ СО Северный педагогический колледж,39.02.01 Социальная работа,18,15,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
477,ГАПОУ СО Северный педагогический колледж,44.02.04 Специальное дошкольное образование,19,14,13,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,ГАПОУ СО Североуральский политехникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,ГАПОУ СО Североуральский политехникум,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),22,6,4,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,ГАПОУ СО Североуральский политехникум,19.02.10 Технология продукции общественного питания,24,21,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,ГАПОУ СО Североуральский политехникум,23.01.06 Машинист дорожных и строительных машин,22,5,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,ГАПОУ СО Североуральский политехникум,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,31,19,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,ГАПОУ СО Североуральский политехникум,43.01.02 Парикмахер,15,9,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,ГАПОУ СО Североуральский политехникум,46.02.01 Документационное обеспечение управления и архивоведение,17,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,ГАПОУ СО Североуральский политехникум (филиал),23.01.03 Автомеханик,15,5,3,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
486,ГАПОУ СО Североуральский политехникум (филиал),38.01.02 Продавец; контролер-кассир,22,14,12,0,0,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
487,ГАПОУ СО Сергинский многопрофильный техникум,09.02.04 Информационные системы (по отраслям),60,33,20,0,1,5,13,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,ГАПОУ СО Сергинский многопрофильный техникум,13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),20,8,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,ГАПОУ СО Сергинский многопрофильный техникум,15.02.08 Технология машиностроения,30,19,12,0,0,1,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,ГАПОУ СО Сергинский многопрофильный техникум,35.01.14 Мастер по техническому обслуживанию и ремонту машинно-тракторного парка,22,7,6,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,ГАПОУ СО Сергинский многопрофильный техникум,38.02.01 Экономика и бухгалтерский учет (по отраслям),19,14,8,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,ГАПОУ СО Серовский политехнический техникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),20,8,8,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,ГАПОУ СО Серовский политехнический техникум,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),18,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,ГАПОУ СО Серовский политехнический техникум,15.01.32 Оператор станков с программным управлением,23,7,7,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,ГАПОУ СО Серовский политехнический техникум,15.02.08 Технология машиностроения,33,24,24,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,ГАПОУ СО Серовский политехнический техникум,23.01.03 Автомеханик,20,10,8,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,ГАПОУ СО Серовский политехнический техникум,23.01.07 Машинист крана (крановщик),21,11,11,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,ГАПОУ СО Серовский политехнический техникум,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,22,9,9,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,ГАПОУ СО Серовский политехнический техникум,38.02.02 Страховое дело (по отраслям),21,14,14,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова (Тугулымский филиал),23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова (Тугулымский филиал),38.02.04 Коммерция (по отраслям),14,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова (Тугулымский филиал),35.01.14 Мастер по техническому обслуживанию и ремонту машинно-тракторного парка,18,8,8,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова (Тугулымский филиал),38.01.02 Продавец; контролер-кассир,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,ГАПОУ СО Серовский техникум сферы обслуживания и питания,19.02.10 Технология продукции общественного питания,20,14,13,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,ГАПОУ СО Серовский техникум сферы обслуживания и питания,23.01.03 Автомеханик,42,32,20,0,0,1,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
506,ГАПОУ СО Серовский техникум сферы обслуживания и питания,38.02.01 Экономика и бухгалтерский учет (по отраслям),13,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,ГАПОУ СО Серовский техникум сферы обслуживания и питания,38.02.05 Товароведение и экспертиза качества потребительских товаров,25,18,15,0,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,ГАПОУ СО Серовский техникум сферы обслуживания и питания,43.02.01 Организация обслуживания в общественном питании,13,11,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,ГАПОУ СО Слободотуринский аграрно-экономический техникум,09.02.03 Программирование в компьютерных системах,15,10,7,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,ГАПОУ СО Слободотуринский аграрно-экономический техникум,19.02.10 Технология продукции общественного питания,20,14,12,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,ГАПОУ СО Слободотуринский аграрно-экономический техникум,35.01.13 Тракторист-машинист сельскохозяйственного производства,17,8,7,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,ГАПОУ СО Слободотуринский аграрно-экономический техникум,35.02.07 Механизация сельского хозяйства,17,10,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,ГАПОУ СО Слободотуринский аграрно-экономический техникум,38.02.01 Экономика и бухгалтерский учет (по отраслям),20,11,6,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,ГАПОУ СО Слободотуринский аграрно-экономический техникум,39.01.01 Социальный работник,24,20,13,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,ГАПОУ СО Социально-профессиональный техникум Строитель,08.01.06 Мастер сухого строительства,14,8,7,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
516,ГАПОУ СО Социально-профессиональный техникум Строитель,08.01.08 Мастер отделочных строительных работ,19,14,12,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,ГАПОУ СО Социально-профессиональный техникум Строитель,22.02.06 Сварочное производство,14,10,8,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
518,ГАПОУ СО Социально-профессиональный техникум Строитель,23.01.08 Слесарь по ремонту строительных машин,14,5,5,1,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
519,ГАПОУ СО Социально-профессиональный техникум Строитель,35.02.03 Технология деревообработки,11,4,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,ГАПОУ СО Сухоложский многопрофильный техникум,08.01.07 Мастер общестроительных работ,20,7,5,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,ГАПОУ СО Сухоложский многопрофильный техникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),25,15,15,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,ГАПОУ СО Сухоложский многопрофильный техникум,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),20,8,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,ГАПОУ СО Сухоложский многопрофильный техникум,18.02.05 Производство тугоплавких неметаллических и силикатных материалов и изделий,13,9,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,ГАПОУ СО Сухоложский многопрофильный техникум,23.01.03 Автомеханик,21,7,7,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,ГАПОУ СО Сухоложский многопрофильный техникум,23.01.07 Машинист крана (крановщик),21,9,6,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,ГАПОУ СО Сухоложский многопрофильный техникум,43.01.02 Парикмахер,16,9,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,ГАПОУ СО Сысертский социально-экономический техникум Родник,09.01.03 Мастер по обработке цифровой информации,25,12,0,0,0,2,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,ГАПОУ СО Сысертский социально-экономический техникум Родник,35.01.13 Тракторист-машинист сельскохозяйственного производства,21,2,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,08.01.24 Мастер столярно-плотничных; паркетных и стекольных работ,23,15,2,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),29,5,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,08.01.26 Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства,20,5,1,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,38.02.01 Экономика и бухгалтерский учет (по отраслям),13,10,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,38.02.05 Товароведение и экспертиза качества потребительских товаров,29,13,8,0,0,1,7,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
534,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,43.02.15 Поварское и кондитерское дело,20,15,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
535,ГАПОУ СО Тавдинский техникум им. А.А. Елохина,23.02.07 Техническое обслуживание и ремонт двигателей; систем и агрегатов автомобилей,24,2,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
536,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,08.01.24 Мастер столярно-плотничных; паркетных и стекольных работ,25,20,20,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,08.02.01 Строительство и эксплуатация зданий и сооружений,31,8,8,0,0,1,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,08.02.09 Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,21.02.05 Земельно-имущественные отношения,50,41,41,0,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,23.01.17 Мастер по ремонту и обслуживанию автомобилей,26,6,6,0,0,2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,23.02.04 Техническая эксплуатация подъемно-транспортных; строительных; дорожных машин и оборудования (по отраслям),53,30,30,0,0,5,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,35.02.12 Садово-парковое и ландшафтное строительство,19,13,13,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,38.01.02 Продавец; контролер-кассир,36,29,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,38.02.01 Экономика и бухгалтерский учет (по отраслям),24,15,15,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,ГАПОУ СО Талицкий лесотехнический колледж им. Н.И. Кузнецова,43.01.09 Повар; кондитер,24,16,16,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,ГАПОУ СО Техникум индустрии питания и услуг Кулинар,19.01.04 Пекарь,39,32,32,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,ГАПОУ СО Техникум индустрии питания и услуг Кулинар,19.02.10 Технология продукции общественного питания,161,131,131,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,ГАПОУ СО Техникум индустрии питания и услуг Кулинар,43.01.09 Повар; кондитер,34,27,27,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,ГАПОУ СО Техникум индустрии питания и услуг Кулинар,43.02.01 Организация обслуживания в общественном питании,17,15,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,ГАПОУ СО Техникум индустрии питания и услуг Кулинар,43.02.15 Поварское и кондитерское дело,19,15,15,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,ГАПОУ СО Туринский многопрофильный техникум,09.01.03 Мастер по обработке цифровой информации,22,12,7,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
552,ГАПОУ СО Туринский многопрофильный техникум,10.02.01 Организация и технология защиты информации,22,9,6,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
553,ГАПОУ СО Туринский многопрофильный техникум,13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям),21,2,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
554,ГАПОУ СО Туринский многопрофильный техникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),11,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
555,ГАПОУ СО Туринский многопрофильный техникум,19.02.10 Технология продукции общественного питания,15,8,4,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,ГАПОУ СО Туринский многопрофильный техникум,38.02.05 Товароведение и экспертиза качества потребительских товаров,21,13,11,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,09.02.04 Информационные системы (по отраслям),21,2,2,0,0,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,15.01.26 Токарь-универсал,15,3,3,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,23.01.03 Автомеханик,14,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,ГАПОУ СО Уральский горнозаводской колледж имени Демидовых,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,20,5,5,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
