ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
793,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),23.02.01 Организация перевозок и управление на транспорте (по видам),129,124,124,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),23.02.06 Техническая эксплуатация подвижного состава железных дорог,106,75,75,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),27.02.03 Автоматика и телемеханика на транспорте (железнодорожном транспорте),28,16,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),38.02.01 Экономика и бухгалтерский учет (по отраслям),19,17,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),31.02.01 Лечебное дело,37,34,32,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),34.02.01 Сестринское дело,111,95,81,2,0,5,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Екатеринбургский институт физической культуры (филиал) ФГБОУ ВО Уральского государственного университета физической культуры,49.02.01 Физическая культура,146,116,9,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Екатеринбургский институт физической культуры (филиал) ФГБОУ ВО Уральского государственного университета физической культуры,49.02.02 Адаптивная физическая культура,23,17,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,НТИ НИЯУ МИФИ,08.02.01 Строительство и эксплуатация зданий и сооружений,9,3,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,НТИ НИЯУ МИФИ,09.02.03 Программирование в компьютерных системах,15,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,НТИ НИЯУ МИФИ,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),13,2,2,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,НТИ НИЯУ МИФИ,38.02.01 Экономика и бухгалтерский учет (по отраслям),20,15,15,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,федеральное государственное бюджетное образовательное учреждение высшего образования "Уральский государственный юридический университет имени В.Ф. Яковлева",40.02.01 Право и организация социального обеспечения,12,10,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,11.02.14 Электронные приборы и устройства,29,4,4,0,0,12,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
807,Технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»,15.02.08 Технология машиностроения,22,8,8,0,0,4,3,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
808,АН ПОО «Уральский промышленно-экономический техникум» ,40.02.01 Право и организация социального обеспечения,177,119,119,0,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,АН ПОО «Уральский промышленно-экономический техникум» ,38.02.03 Операционная деятельность в логистике,32,18,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,АН ПОО «Уральский промышленно-экономический техникум» ,09.02.03 Программирование в компьютерных системах,29,5,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,АН ПОО «Уральский промышленно-экономический техникум» ,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),26,9,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,АН ПОО «Уральский промышленно-экономический техникум» ,38.02.01 Экономика и бухгалтерский учет (по отраслям),36,22,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,АН ПОО «Уральский промышленно-экономический техникум» ,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,13,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,АН ПОО «Уральский промышленно-экономический техникум» ,21.02.05 Земельно-имущественные отношения,27,7,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,АН ПОО «Уральский промышленно-экономический техникум» ,13.02.02 Теплоснабжение и теплотехническое оборудование,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,АНО ПО "Уральский колледж экономики и права",40.02.01 Право и организация социального обеспечения,180,147,53,0,0,5,12,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
817,АНО ПО "Уральский колледж экономики и права",38.02.04 Коммерция (по отраслям),13,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,АНО ПОО «Институт непрерывного образования»,40.02.01 Право и организация социального обеспечения,104,104,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,АНПОО Уральский экономический колледж,43.02.10 Туризм,10,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,АНПОО Уральский экономический колледж,42.02.02 Издательское дело,9,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,АНПОО Уральский экономический колледж,38.02.04 Коммерция (по отраслям),9,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,АНПОО Уральский экономический колледж,38.02.07 Банковское дело,12,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,АНПОО Уральский экономический колледж,40.02.01 Право и организация социального обеспечения,18,10,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,АНПОО Уральский экономический колледж,38.02.01 Экономика и бухгалтерский учет (по отраслям),3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,АНПОО Уральский экономический колледж,38.02.06 Финансы,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,АНПОО Уральский экономический колледж,46.02.01 Документационное обеспечение управления и архивоведение,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,АНПОО Уральский экономический колледж,43.02.11 Гостиничный сервис,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,АНПОО Уральский экономический колледж,38.02.02 Страховое дело (по отраслям),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,НОЧУ ПОО «Колледж предпринимательства и социального управления»,38.02.04 Коммерция (по отраслям),33,27,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
830,НОЧУ ПОО «Колледж предпринимательства и социального управления»,38.02.07 Банковское дело,29,25,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,НОЧУ ПОО «Колледж предпринимательства и социального управления»,40.02.01 Право и организация социального обеспечения,80,66,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,НОЧУ ПОО «Колледж предпринимательства и социального управления»,43.02.10 Туризм,19,13,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,НЧУ ПОО «Уральский институт подготовки кадров «21-й век»,38.02.01 Экономика и бухгалтерский учет (по отраслям),6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,НЧУ ПОО «Уральский институт подготовки кадров «21-й век»,38.02.03 Операционная деятельность в логистике,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,НЧУ ПОО «Уральский институт подготовки кадров «21-й век»,21.02.05 Земельно-имущественные отношения,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
